secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Bueno-Sancho et al., 2017	14.0060	14_0060	2014/06/19	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Grain Filling	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Olomouc	Czechia	Unknown	Unknown	raw_reads/14_0060/R1.fq.gz	raw_reads/14_0060/R2.fq.gz	Ruth Bryant
Bueno-Sancho et al., 2017	14.0061	14_0061	2014/06/19	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Grain Filling	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Olomouc	Czechia	Unknown	Unknown	raw_reads/14_0061/R1.fq.gz	raw_reads/14_0061/R2.fq.gz	Ruth Bryant
Bueno-Sancho et al., 2017	14.0062	14_0062	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticale	Unknown	Infected Leaf	Grain Filling	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Druelle	France	Unknown	Unknown	raw_reads/14_0062/R1.fq.gz	raw_reads/14_0062/R2.fq.gz	Ruth Bryant
Bueno-Sancho et al., 2017	14.0069	14_0069	2014/06/11	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Enola	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Enola	Infected Leaf	Unknown	Yellow Rust	Novi Han	Bulgaria	Unknown	Unknown	raw_reads/14_0069/R1.fq.gz	raw_reads/14_0069/R2.fq.gz	Todor Manslov
Bueno-Sancho et al., 2017	14.0072	14_0072	2014/07/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Trigo CAMARGO	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Trigo CAMARGO	Infected Leaf	Unknown	Yellow Rust	Garínoain	Spain	Unknown	Unknown	raw_reads/14_0072/R1.fq.gz	raw_reads/14_0072/R2.fq.gz	Pedro Liberol
Bueno-Sancho et al., 2017	14.0076	14_0076	2014/05/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Massari	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Massari	Infected Leaf	Unknown	Yellow Rust	Ozzano	Italy	Unknown	Unknown	raw_reads/14_0076/R1.fq.gz	raw_reads/14_0076/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0077	14_0077	2014/05/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Irenerio	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Irenerio	Infected Leaf	Unknown	Yellow Rust	Conselice	Italy	Unknown	Unknown	raw_reads/14_0077/R1.fq.gz	raw_reads/14_0077/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0078	14_0078	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Ruchheim	Germany	Unknown	Unknown	raw_reads/14_0078/R1.fq.gz	raw_reads/14_0078/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0079	14_0079	2014/06/17	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Böhl Bauch 10	Germany	Unknown	Unknown	raw_reads/14_0079/R1.fq.gz	raw_reads/14_0079/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0080	14_0080	2014/06/17	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Ruchheim	Germany	Unknown	Unknown	raw_reads/14_0080/R1.fq.gz	raw_reads/14_0080/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0081	14_0081	2014/05/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Gommershoven	Germany	Unknown	Unknown	raw_reads/14_0081/R1.fq.gz	raw_reads/14_0081/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0084	14_0084	2014/05/28	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kometus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kometus	Infected Leaf	Unknown	Yellow Rust	Groitzsch	Germany	Unknown	Unknown	raw_reads/14_0084/R1.fq.gz	raw_reads/14_0084/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0085	14_0085	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Groitzsch	Germany	Unknown	Unknown	raw_reads/14_0085/R1.fq.gz	raw_reads/14_0085/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0086	14_0086	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Ritmo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Ritmo	Infected Leaf	Unknown	Yellow Rust	Weißensee	Germany	Unknown	Unknown	raw_reads/14_0086/R1.fq.gz	raw_reads/14_0086/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0087	14_0087	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Weißensee	Germany	Unknown	Unknown	raw_reads/14_0087/R1.fq.gz	raw_reads/14_0087/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0088	14_0088	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Weißensee	Germany	Unknown	Unknown	raw_reads/14_0088/R1.fq.gz	raw_reads/14_0088/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0089	14_0089	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kometus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kometus	Infected Leaf	Unknown	Yellow Rust	Tachenhausen	Germany	Unknown	Unknown	raw_reads/14_0089/R1.fq.gz	raw_reads/14_0089/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0090	14_0090	2014/06/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Hermann	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Hermann	Infected Leaf	Unknown	Yellow Rust	Hüttendorf	Germany	Unknown	Unknown	raw_reads/14_0090/R1.fq.gz	raw_reads/14_0090/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0091	14_0091	2014/06/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kometus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kometus	Infected Leaf	Unknown	Yellow Rust	Hüttendorf	Germany	Unknown	Unknown	raw_reads/14_0091/R1.fq.gz	raw_reads/14_0091/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0092	14_0092	2014/05/26	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Vígľaš-Pstruša	Slovakia	Unknown	Unknown	raw_reads/14_0092/R1.fq.gz	raw_reads/14_0092/R2.fq.gz	Andrea Hanková
Bueno-Sancho et al., 2017	14.0093	14_0093	2014/05/26	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Vígľaš-Pstruša	Slovakia	Unknown	Unknown	raw_reads/14_0093/R1.fq.gz	raw_reads/14_0093/R2.fq.gz	Andrea Hanková
Bueno-Sancho et al., 2017	14.0094	14_0094	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Rosario	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Rosario	Infected Leaf	Unknown	Yellow Rust	Nangis	France	Unknown	Unknown	raw_reads/14_0094/R1.fq.gz	raw_reads/14_0094/R2.fq.gz	Bazelaine
Bueno-Sancho et al., 2017	14.0095	14_0095	2014/06/02	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Koksijde	Belgium	Unknown	Unknown	raw_reads/14_0095/R1.fq.gz	raw_reads/14_0095/R2.fq.gz	Yves Decroos
Bueno-Sancho et al., 2017	14.0096	14_0096	2014/06/02	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Zwevegem	Belgium	Unknown	Unknown	raw_reads/14_0096/R1.fq.gz	raw_reads/14_0096/R2.fq.gz	Yves Decroos
Bueno-Sancho et al., 2017	14.0097	14_0097	2014/06/02	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Avelgem	Belgium	Unknown	Unknown	raw_reads/14_0097/R1.fq.gz	raw_reads/14_0097/R2.fq.gz	Yves Decroos
Bueno-Sancho et al., 2017	14.0098	14_0098	2014/06/02	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Torch	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Torch	Infected Leaf	Unknown	Yellow Rust	Mignault	Belgium	Unknown	Unknown	raw_reads/14_0098/R1.fq.gz	raw_reads/14_0098/R2.fq.gz	Yves Decroos
Bueno-Sancho et al., 2017	14.0099	14_0099	2014/05/24	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Unknown	Romania	Unknown	Unknown	raw_reads/14_0099/R1.fq.gz	raw_reads/14_0099/R2.fq.gz	Dario
Bueno-Sancho et al., 2017	14.0101	14_0101	2014/05/24	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Unknown	Turkey	Unknown	Unknown	raw_reads/14_0101/R1.fq.gz	raw_reads/14_0101/R2.fq.gz	Dario
Bueno-Sancho et al., 2017	14.0103	14_0103	2014/05/24	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Unknown	Serbia	Unknown	Unknown	raw_reads/14_0103/R1.fq.gz	raw_reads/14_0103/R2.fq.gz	Dario
Bueno-Sancho et al., 2017	14.0105	14_0105	2014/06/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kranich	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/14_0105/R1.fq.gz	raw_reads/14_0105/R2.fq.gz	James Brown
Bueno-Sancho et al., 2017	14.0108	14_0108	2014/06/11	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum durum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	France	France	Unknown	Unknown	raw_reads/14_0108/R1.fq.gz	raw_reads/14_0108/R2.fq.gz	Claude Pope
Bueno-Sancho et al., 2017	14.0115	14_0115	2014/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Secale cereale	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Werbig	Germany	Unknown	Unknown	raw_reads/14_0115/R1.fq.gz	raw_reads/14_0115/R2.fq.gz	Viktor
Bueno-Sancho et al., 2017	14.0120	14_0120	2014/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Secale cereale	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Werbig	Germany	Unknown	Unknown	raw_reads/14_0120/R1.fq.gz	raw_reads/14_0120/R2.fq.gz	Viktor
Bueno-Sancho et al., 2017	14.0126	14_0126	2014/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Vuka	Infected Leaf	Unknown	Yellow Rust	Bridgend	UK	Unknown	Unknown	raw_reads/14_0126/R1.fq.gz	raw_reads/14_0126/R2.fq.gz	Agrii
Bueno-Sancho et al., 2017	14.0127	14_0127	2014/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Vuka	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0127/R1.fq.gz	raw_reads/14_0127/R2.fq.gz	Agrii
Bueno-Sancho et al., 2017	14.0128	14_0128	2014/08	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Vuka	Infected Leaf	Unknown	Yellow Rust	Bishop Burton	UK	Unknown	Unknown	raw_reads/14_0128/R1.fq.gz	raw_reads/14_0128/R2.fq.gz	Agrii
Bueno-Sancho et al., 2017	14.0129	14_0129	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Panacea	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Panacea	Infected Leaf	Unknown	Yellow Rust	Broughton	UK	Unknown	Unknown	raw_reads/14_0129/R1.fq.gz	raw_reads/14_0129/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0135	14_0135	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	Humbie	UK	Unknown	Unknown	raw_reads/14_0135/R1.fq.gz	raw_reads/14_0135/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0139	14_0139	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Jorvik	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Jorvik	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/14_0139/R1.fq.gz	raw_reads/14_0139/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0140	14_0140	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Energise	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Energise	Infected Leaf	Unknown	Yellow Rust	Humbie	UK	Unknown	Unknown	raw_reads/14_0140/R1.fq.gz	raw_reads/14_0140/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0141	14_0141	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Wolferton	UK	Unknown	Unknown	raw_reads/14_0141/R1.fq.gz	raw_reads/14_0141/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0142	14_0142	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Diego	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Diego	Infected Leaf	Unknown	Yellow Rust	Humbie	UK	Unknown	Unknown	raw_reads/14_0142/R1.fq.gz	raw_reads/14_0142/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0145	14_0145	2014/04/28	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	York	UK	Unknown	Unknown	raw_reads/14_0145/R1.fq.gz	raw_reads/14_0145/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0146	14_0146	2014/04/28	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	York	UK	Unknown	Unknown	raw_reads/14_0146/R1.fq.gz	raw_reads/14_0146/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0148	14_0148	2014/04/01	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Morley (Norfolk)	UK	Unknown	Unknown	raw_reads/14_0148/R1.fq.gz	raw_reads/14_0148/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0151	14_0151	2014/01/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Oakley	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Oakley	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0151/R1.fq.gz	raw_reads/14_0151/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0152	14_0152	2014/01/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0152/R1.fq.gz	raw_reads/14_0152/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0153	14_0153	2014/01/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Claire	Infected Leaf	Unknown	Yellow Rust	Titchmarsh	UK	Unknown	Unknown	raw_reads/14_0153/R1.fq.gz	raw_reads/14_0153/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0155	14_0155	2013/12	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	Wallingford	UK	Unknown	Unknown	raw_reads/14_0155/R1.fq.gz	raw_reads/14_0155/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0158	14_0158	2013/12	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	Streatley	UK	Unknown	Unknown	raw_reads/14_0158/R1.fq.gz	raw_reads/14_0158/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0159	14_0159	2014/01/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Claire	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0159/R1.fq.gz	raw_reads/14_0159/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0160	14_0160	2014/01/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Robigus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Robigus	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0160/R1.fq.gz	raw_reads/14_0160/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0163	14_0163	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Cordiale	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Cordiale	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0163/R1.fq.gz	raw_reads/14_0163/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0165	14_0165	2014/05/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	Canterbury	UK	Unknown	Unknown	raw_reads/14_0165/R1.fq.gz	raw_reads/14_0165/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0166	14_0166	2014/05/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Solstice	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0166/R1.fq.gz	raw_reads/14_0166/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0167	14_0167	2014/05/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Robigus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Robigus	Infected Leaf	Unknown	Yellow Rust	Caythorpe	UK	Unknown	Unknown	raw_reads/14_0167/R1.fq.gz	raw_reads/14_0167/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0169	14_0169	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Ambition	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Ambition	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0169/R1.fq.gz	raw_reads/14_0169/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0172	14_0172	2014/05/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Scout	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Scout	Infected Leaf	Unknown	Yellow Rust	Dunmow	UK	Unknown	Unknown	raw_reads/14_0172/R1.fq.gz	raw_reads/14_0172/R2.fq.gz	NIAB
Bueno-Sancho et al., 2017	14.0173	14_0173	2014/05/08	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kranich	Infected Leaf	Unknown	Yellow Rust	Cambridgeshire	UK	Unknown	Unknown	raw_reads/14_0173/R1.fq.gz	raw_reads/14_0173/R2.fq.gz	NIAB
